transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
999,14/12/2022,16:45:00,110,Female,36,Electronics,3,50,21.5,150
1052,12/02/2022,06:12:00,94,Female,36,Beauty,1,300,120,300
1139,21/12/2023,14:23:00,87,Male,36,Beauty,4,500,230,2000
1227,01/10/2023,20:09:00,103,Male,36,Electronics,2,50,47.5,100
1277,17/10/2023,21:20:00,80,Male,36,Clothing,4,25,12.75,100
1340,30/10/2023,20:55:00,92,Female,36,Clothing,4,300,348,1200
1519,08/01/2022,07:35:00,139,Female,36,Electronics,4,30,9.3,120
1528,06/07/2023,19:44:00,126,Female,36,Clothing,2,30,12.3,60
1546,18/12/2022,19:06:00,93,Female,36,Electronics,4,50,48,200
1589,01/07/2023,06:30:00,5,Female,36,Beauty,2,500,145,1000
1590,10/08/2023,09:39:00,142,Male,36,Clothing,3,300,147,900
1700,27/09/2023,16:10:00,87,Male,36,Electronics,4,500,210,2000
1730,14/08/2023,19:17:00,116,Female,36,Clothing,2,25,10.75,50
1739,25/10/2023,17:52:00,67,Male,36,Beauty,1,25,11.25,25
1950,04/12/2022,19:23:00,50,Male,36,Clothing,3,300,84,900
1999,12/11/2022,13:06:00,61,Female,36,Electronics,3,50,13,150
4,27/08/2023,18:12:00,3,Male,37,Clothing,1,500,200,500
112,25/12/2023,18:44:00,57,Male,37,Clothing,3,500,165,1500
210,07/10/2023,08:50:00,2,Male,37,Electronics,4,50,19,200
258,29/12/2023,17:40:00,109,Female,37,Clothing,1,50,22,50
278,22/12/2023,11:42:00,71,Female,37,Clothing,4,25,13.5,100
280,17/11/2023,09:35:00,76,Female,37,Clothing,3,500,240,1500
304,23/03/2023,18:35:00,59,Female,37,Electronics,2,30,15.6,60
421,08/04/2022,08:43:00,66,Female,37,Clothing,3,500,235,1500
507,11/12/2022,21:40:00,52,Female,37,Electronics,3,500,485,1500
509,10/07/2023,19:35:00,70,Female,37,Electronics,3,300,141,900
598,23/06/2022,17:02:00,7,Male,37,Beauty,4,30,11.1,120
605,19/10/2023,22:24:00,76,Male,37,Electronics,2,500,180,1000
699,21/11/2022,22:21:00,129,Female,37,Clothing,4,30,16.2,120
835,30/09/2022,23:00:00,49,Male,37,Clothing,4,50,60,200
869,08/09/2022,22:16:00,51,Male,37,Beauty,3,500,485,1500
886,11/12/2023,11:25:00,4,Male,37,Electronics,3,300,165,900
1004,11/01/2023,21:46:00,2,Male,37,Clothing,1,500,230,500
1112,22/12/2022,17:11:00,94,Male,37,Clothing,3,500,180,1500
1210,10/03/2023,10:02:00,5,Male,37,Electronics,4,50,12.5,200
1258,03/12/2022,20:27:00,64,Female,37,Clothing,1,50,21.5,50
1278,19/07/2023,06:19:00,28,Female,37,Clothing,4,25,6.75,100
1280,24/08/2023,09:15:00,116,Female,37,Clothing,3,500,255,1500
1304,26/09/2022,22:19:00,4,Female,37,Electronics,2,30,9.3,60
1421,17/01/2022,07:07:00,59,Female,37,Clothing,3,500,185,1500
1507,27/12/2022,22:14:00,95,Female,37,Electronics,3,500,520,1500
1509,25/11/2022,20:40:00,67,Female,37,Electronics,3,300,129,900
1598,15/01/2023,19:17:00,126,Male,37,Beauty,4,30,9.9,120
1605,24/01/2022,19:39:00,2,Male,37,Electronics,2,500,165,1000
1699,29/07/2023,21:45:00,23,Female,37,Clothing,4,30,12.9,120
1835,18/09/2022,20:58:00,98,Male,37,Clothing,4,50,49.5,200
1869,23/10/2022,19:51:00,113,Male,37,Beauty,3,500,605,1500
1886,26/07/2023,11:51:00,1,Male,37,Electronics,3,300,147,900
27,14/12/2023,19:44:00,39,Female,38,Beauty,2,25,8.25,50
38,25/02/2023,11:39:00,147,Male,38,Beauty,4,50,26,200
54,20/10/2022,10:17:00,142,Female,38,Electronics,3,500,200,1500
84,10/11/2023,17:17:00,89,Female,38,Electronics,3,30,10.2,90
140,07/07/2022,20:20:00,61,Male,38,Electronics,1,30,14.4,30
146,10/11/2022,22:01:00,74,Male,38,Clothing,4,50,49,200
239,19/09/2022,19:34:00,1,Male,38,Electronics,3,500,165,1500
337,22/08/2023,17:56:00,1,Male,38,Clothing,1,500,275,500
464,06/03/2022,11:13:00,24,Male,38,Electronics,2,300,75,600
472,30/10/2023,15:23:00,95,Female,38,Beauty,3,300,162,900
504,31/03/2023,18:07:00,4,Female,38,Beauty,3,50,22,150
579,06/10/2023,17:43:00,41,Female,38,Electronics,1,30,36.6,30
588,18/10/2023,17:54:00,5,Male,38,Electronics,2,30,13.8,60
646,26/05/2023,21:02:00,3,Male,38,Clothing,3,30,13.5,90
660,29/07/2023,18:46:00,2,Female,38,Beauty,2,500,270,1000
674,30/03/2023,11:10:00,2,Female,38,Clothing,1,300,84,300
683,06/03/2022,10:22:00,82,Male,38,Beauty,2,500,175,1000
742,19/03/2022,06:08:00,37,Female,38,Electronics,4,500,195,2000
766,04/01/2022,08:02:00,128,Male,38,Electronics,3,300,165,900
1027,30/04/2022,21:00:00,131,Female,38,Beauty,2,25,7.5,50
1038,30/12/2023,09:09:00,11,Male,38,Beauty,4,50,20.5,200
1054,10/01/2022,09:24:00,49,Female,38,Electronics,3,500,140,1500
1084,23/10/2022,20:37:00,93,Female,38,Electronics,3,30,7.8,90
1140,22/05/2022,19:26:00,154,Male,38,Electronics,1,30,15.9,30
1146,09/10/2023,21:11:00,52,Male,38,Clothing,4,50,60,200
1239,08/07/2022,20:42:00,134,Male,38,Electronics,3,500,255,1500
1337,21/07/2023,19:56:00,2,Male,38,Clothing,1,500,225,500
1464,13/11/2022,10:06:00,80,Male,38,Electronics,2,300,126,600
1472,18/12/2023,15:22:00,74,Female,38,Beauty,3,300,150,900
1504,25/01/2023,17:01:00,4,Female,38,Beauty,3,50,25.5,150
1579,28/09/2023,17:38:00,119,Female,38,Electronics,1,30,28.8,30
1588,25/06/2023,21:29:00,4,Male,38,Electronics,2,30,13.2,60
1646,18/01/2023,19:43:00,1,Male,38,Clothing,3,30,15.6,90
1660,23/09/2023,20:27:00,2,Female,38,Beauty,2,500,160,1000
1674,22/11/2023,09:21:00,1,Female,38,Clothing,1,300,123,300
1683,04/05/2022,07:19:00,98,Male,38,Beauty,2,500,220,1000
1742,22/11/2022,08:25:00,18,Female,38,Electronics,4,500,220,2000
1766,22/11/2022,06:08:00,6,Male,38,Electronics,3,300,129,900
30,10/10/2023,20:05:00,59,Female,39,Beauty,3,300,285,900
145,06/11/2022,19:21:00,64,Female,39,Clothing,3,25,27.5,75
162,11/04/2023,19:37:00,118,Male,39,Clothing,2,30,9,60
174,15/11/2023,06:07:00,2,Female,39,Beauty,1,300,126,300
204,10/09/2022,21:04:00,101,Male,39,Beauty,1,25,31.25,25
221,27/11/2023,21:01:00,3,Male,39,Beauty,2,300,111,600
238,10/05/2022,11:52:00,20,Female,39,Beauty,1,500,150,500
328,29/10/2023,06:56:00,9,Male,39,Beauty,2,50,27,100
390,07/10/2022,20:53:00,88,Male,39,Electronics,2,50,51,100
458,28/11/2023,21:35:00,110,Female,39,Electronics,4,25,7,100
501,28/06/2023,20:21:00,2,Male,39,Electronics,2,30,9,60
510,29/05/2023,17:04:00,14,Female,39,Beauty,4,50,13,200
614,13/02/2023,06:28:00,61,Female,39,Beauty,4,300,120,1200
633,06/07/2023,22:20:00,35,Male,39,Beauty,4,30,12.3,120
659,09/06/2023,06:08:00,75,Female,39,Electronics,1,30,8.1,30
694,30/06/2023,17:47:00,3,Female,39,Electronics,2,25,10,50
767,07/11/2022,22:44:00,72,Male,39,Beauty,3,25,24.5,75
803,25/10/2022,17:16:00,60,Male,39,Clothing,4,25,6.75,100
1030,27/11/2022,18:02:00,96,Female,39,Beauty,3,300,309,900
1145,01/09/2023,19:19:00,87,Female,39,Clothing,3,25,31,75
1162,13/07/2022,17:08:00,101,Male,39,Clothing,2,30,12.6,60
1174,17/05/2023,06:55:00,2,Female,39,Beauty,1,300,132,300
1204,10/12/2023,19:24:00,72,Male,39,Beauty,1,25,27.5,25
1221,14/09/2023,22:57:00,5,Male,39,Beauty,2,300,114,600
1238,17/09/2022,07:38:00,129,Female,39,Beauty,1,500,165,500
1328,10/12/2023,07:49:00,60,Male,39,Beauty,2,50,24.5,100
1390,24/10/2022,22:47:00,117,Male,39,Electronics,2,50,54,100
1458,09/10/2023,19:21:00,95,Female,39,Electronics,4,25,9.75,100
1501,31/01/2023,18:00:00,1,Male,39,Electronics,2,30,13.5,60
1510,20/11/2022,18:21:00,124,Female,39,Beauty,4,50,19,200
1614,23/08/2023,11:37:00,135,Female,39,Beauty,4,300,105,1200
1633,31/12/2022,18:18:00,152,Male,39,Beauty,4,30,11.4,120
1659,27/07/2023,09:29:00,22,Female,39,Electronics,1,30,9,30
1694,10/01/2023,19:22:00,4,Female,39,Electronics,2,25,9.75,50
1767,10/12/2022,17:35:00,87,Male,39,Beauty,3,25,28.25,75
1803,26/12/2023,19:36:00,101,Male,39,Clothing,4,25,8.5,100
47,22/10/2022,17:22:00,96,Female,40,Beauty,3,500,600,1500
81,07/06/2023,22:48:00,4,Male,40,Electronics,1,50,14.5,50
123,11/08/2023,19:00:00,3,Female,40,Electronics,2,30,11.7,60
178,11/10/2023,17:51:00,142,Male,40,Clothing,2,30,34.2,60
188,31/08/2023,18:50:00,3,Male,40,Clothing,3,25,8.5,75
297,12/09/2022,21:09:00,70,Female,40,Electronics,2,500,595,1000
357,18/05/2023,18:57:00,4,Female,40,Electronics,3,25,7.5,75
428,02/12/2022,22:44:00,50,Female,40,Electronics,4,50,49.5,200
460,01/05/2023,23:00:00,2,Male,40,Beauty,1,50,19,50
468,05/12/2022,14:32:00,86,Male,40,Electronics,1,25,12.25,25
518,31/07/2023,17:01:00,2,Female,40,Clothing,1,30,16.2,30
550,27/09/2023,16:58:00,80,Male,40,Clothing,3,300,90,900
559,12/12/2022,10:48:00,5,Female,40,Clothing,4,300,84,1200
587,04/09/2023,19:00:00,91,Female,40,Beauty,4,300,99,1200
603,18/04/2022,20:17:00,95,Female,40,Clothing,3,30,14.1,90
621,13/04/2022,09:55:00,138,Female,40,Beauty,2,500,275,1000
641,25/12/2023,18:30:00,105,Female,40,Electronics,1,300,144,300
657,29/01/2022,08:53:00,46,Male,40,Clothing,1,25,8,25
744,23/05/2023,18:02:00,1,Male,40,Electronics,1,25,6.5,25
764,07/11/2023,08:46:00,47,Female,40,Clothing,1,25,11.25,25
774,06/11/2023,09:04:00,2,Female,40,Clothing,2,25,6.5,50
883,20/08/2023,20:43:00,5,Male,40,Electronics,1,500,245,500
969,27/11/2023,11:47:00,2,Female,40,Clothing,3,300,84,900
1047,04/12/2022,21:53:00,84,Female,40,Beauty,3,500,490,1500
1081,27/06/2023,22:23:00,5,Male,40,Electronics,1,50,17,50
1123,11/12/2023,21:04:00,1,Female,40,Electronics,2,30,10.8,60
1178,29/12/2023,21:15:00,137,Male,40,Clothing,2,30,33,60
1188,04/06/2023,22:43:00,2,Male,40,Clothing,3,25,10.75,75
1297,20/10/2023,22:32:00,21,Female,40,Electronics,2,500,535,1000
1357,20/03/2023,19:14:00,3,Female,40,Electronics,3,25,11.5,75
1428,09/09/2023,18:44:00,96,Female,40,Electronics,4,50,57,200
1460,25/01/2023,19:42:00,4,Male,40,Beauty,1,50,22,50
1468,08/11/2023,13:14:00,73,Male,40,Electronics,1,25,9.75,25
1518,18/05/2023,20:03:00,3,Female,40,Clothing,1,30,12.6,30
1550,30/09/2022,13:11:00,73,Male,40,Clothing,3,300,147,900
1559,20/08/2022,07:40:00,49,Female,40,Clothing,4,300,144,1200
1587,05/11/2022,20:06:00,140,Female,40,Beauty,4,300,105,1200
1603,04/12/2023,20:50:00,132,Female,40,Clothing,3,30,13.2,90
1621,22/09/2022,10:49:00,2,Female,40,Beauty,2,500,160,1000
1641,01/09/2022,17:41:00,65,Female,40,Electronics,1,300,165,300
1657,09/08/2022,10:05:00,61,Male,40,Clothing,1,25,8,25
1744,07/07/2023,21:49:00,4,Male,40,Electronics,1,25,8.75,25
1764,02/11/2023,11:04:00,13,Female,40,Clothing,1,25,11.75,25
1774,09/03/2023,06:48:00,2,Female,40,Clothing,2,25,8,50
1797,16/04/2022,11:47:00,147,Male,40,Clothing,3,25,12.25,75
1883,20/09/2023,17:54:00,3,Male,40,Electronics,1,500,200,500
1969,05/03/2023,19:34:00,4,Female,40,Clothing,3,300,126,900
100,08/02/2022,19:34:00,21,Male,41,Electronics,1,30,9.3,30
113,08/10/2022,19:14:00,72,Female,41,Electronics,2,25,26.25,50
180,05/11/2022,10:47:00,117,Male,41,Clothing,3,300,129,900
247,23/12/2022,17:56:00,82,Male,41,Electronics,2,30,31.5,60
254,14/12/2022,22:45:00,104,Male,41,Electronics,1,500,165,500
312,31/10/2022,18:08:00,18,Male,41,Clothing,4,30,28.5,120
402,12/07/2023,08:45:00,63,Female,41,Clothing,2,300,135,600
493,01/12/2022,20:10:00,95,Male,41,Beauty,2,25,7.75,50
497,31/12/2023,18:11:00,127,Male,41,Clothing,4,30,37.2,120
558,26/10/2023,17:47:00,108,Female,41,Clothing,1,25,26,25
571,20/10/2022,12:51:00,87,Female,41,Electronics,1,50,16,50
616,31/12/2022,19:18:00,122,Male,41,Clothing,2,50,49.5,100
693,08/06/2023,17:12:00,1,Male,41,Beauty,3,500,270,1500
738,05/02/2023,18:24:00,5,Male,41,Clothing,2,50,26,100
787,10/06/2022,10:42:00,25,Male,41,Electronics,1,25,13.75,25
852,01/10/2022,19:35:00,82,Female,41,Clothing,1,300,375,300
861,30/09/2022,08:57:00,22,Female,41,Clothing,3,30,9.6,90
891,09/01/2023,06:43:00,24,Male,41,Electronics,3,300,99,900
922,19/10/2023,22:54:00,103,Male,41,Electronics,1,50,60.5,50
949,20/06/2023,20:28:00,21,Female,41,Electronics,2,25,9,50
995,04/03/2023,22:38:00,4,Female,41,Clothing,1,30,9.9,30
1100,20/01/2023,18:15:00,136,Male,41,Electronics,1,30,13.2,30
1113,08/12/2023,17:41:00,141,Female,41,Electronics,2,25,27.75,50
1180,06/01/2022,08:53:00,85,Male,41,Clothing,3,300,129,900
1247,02/09/2023,18:17:00,78,Male,41,Electronics,2,30,35.7,60
1254,12/04/2023,18:24:00,86,Male,41,Electronics,1,500,180,500
1312,03/12/2022,17:28:00,73,Male,41,Clothing,4,30,29.1,120
1402,24/06/2023,06:47:00,110,Female,41,Clothing,2,300,156,600
1493,26/11/2023,21:49:00,58,Male,41,Beauty,2,25,6.75,50
1497,19/11/2022,21:44:00,109,Male,41,Clothing,4,30,32.4,120
1558,22/12/2022,20:37:00,91,Female,41,Clothing,1,25,27.75,25
1571,08/11/2022,14:55:00,105,Female,41,Electronics,1,50,25,50
1616,22/09/2022,18:41:00,121,Male,41,Clothing,2,50,59,100
1693,20/02/2023,18:21:00,1,Male,41,Beauty,3,500,130,1500
1738,12/11/2023,21:33:00,1,Male,41,Clothing,2,50,16,100
1787,30/05/2022,07:42:00,104,Male,41,Electronics,1,25,10,25
1852,11/10/2023,18:09:00,109,Female,41,Clothing,1,300,333,300
1861,04/07/2022,10:41:00,145,Female,41,Clothing,3,30,10.2,90
1891,22/12/2023,06:11:00,81,Male,41,Electronics,3,300,105,900
1922,28/10/2023,20:07:00,72,Male,41,Electronics,1,50,48.5,50
1949,11/11/2022,20:24:00,105,Female,41,Electronics,2,25,12.5,50
1995,10/12/2023,22:18:00,5,Female,41,Clothing,1,30,14.7,30
15,01/07/2022,11:50:00,75,Female,42,Electronics,4,500,210,2000
29,08/03/2022,20:10:00,31,Female,42,Electronics,1,30,13.5,30
132,22/11/2023,20:34:00,86,Male,42,Electronics,4,50,62,200
197,03/04/2022,11:57:00,14,Female,42,Clothing,4,50,25.5,200
207,06/08/2023,08:34:00,3,Female,42,Beauty,2,25,10.25,50
211,12/09/2022,14:02:00,54,Male,42,Beauty,3,500,235,1500
344,17/07/2022,09:47:00,69,Female,42,Beauty,1,30,7.5,30
347,26/03/2022,19:31:00,26,Male,42,Electronics,1,25,7,25
360,09/09/2022,09:04:00,26,Male,42,Clothing,4,25,10.5,100
438,31/08/2022,10:15:00,88,Female,42,Clothing,1,30,15.9,30
480,22/12/2022,22:12:00,126,Female,42,Beauty,4,500,225,2000
494,25/09/2023,20:18:00,140,Female,42,Beauty,4,50,58,200
630,21/03/2023,17:29:00,94,Male,42,Clothing,2,50,25.5,100
654,14/08/2023,17:40:00,92,Male,42,Clothing,3,25,9.25,75
715,11/10/2022,20:57:00,55,Female,42,Beauty,4,25,6.25,100
719,02/07/2023,07:19:00,37,Female,42,Clothing,2,30,12,60
749,26/07/2023,20:33:00,2,Male,42,Beauty,1,30,8.4,30
751,08/11/2023,19:58:00,115,Female,42,Clothing,2,25,24.75,50
804,11/12/2023,17:12:00,99,Male,42,Electronics,1,30,10.8,30
833,09/05/2023,18:39:00,85,Male,42,Beauty,4,50,24.5,200
846,22/12/2023,18:46:00,13,Male,42,Beauty,1,50,59.5,50
865,17/12/2023,14:49:00,78,Female,42,Clothing,1,300,108,300
898,17/09/2023,20:55:00,53,Female,42,Clothing,3,30,35.1,90
911,15/07/2023,17:29:00,3,Male,42,Electronics,3,300,84,900
918,13/10/2023,21:59:00,114,Female,42,Electronics,3,30,16.2,90
959,18/09/2022,17:59:00,54,Female,42,Electronics,2,30,28.5,60
1015,09/03/2022,11:53:00,94,Female,42,Electronics,4,500,200,2000
1029,18/07/2023,19:23:00,117,Female,42,Electronics,1,30,12.3,30
1132,07/11/2023,17:27:00,14,Male,42,Electronics,4,50,59,200
1197,13/08/2022,10:07:00,77,Female,42,Clothing,4,50,19,200
1207,30/06/2023,21:48:00,3,Female,42,Beauty,2,25,10,50
1211,22/11/2023,14:59:00,82,Male,42,Beauty,3,500,235,1500
1344,18/12/2022,06:12:00,144,Female,42,Beauty,1,30,11.1,30
1347,21/11/2023,21:55:00,7,Male,42,Electronics,1,25,13,25
1360,18/06/2022,09:31:00,93,Male,42,Clothing,4,25,6.25,100
1438,07/01/2022,10:00:00,72,Female,42,Clothing,1,30,13.8,30
1480,26/11/2023,18:05:00,3,Female,42,Beauty,4,500,165,2000
1494,23/10/2022,19:29:00,74,Female,42,Beauty,4,50,62.5,200
1630,22/05/2022,17:22:00,95,Male,42,Clothing,2,50,16,100
1654,13/10/2023,20:47:00,111,Male,42,Clothing,3,25,6.25,75
1715,30/12/2022,19:35:00,89,Female,42,Beauty,4,25,9.75,100
1719,28/12/2023,07:29:00,4,Female,42,Clothing,2,30,10.8,60
1749,07/05/2023,19:55:00,2,Male,42,Beauty,1,30,9,30
1751,27/12/2023,22:09:00,99,Female,42,Clothing,2,25,30.25,50
1804,10/01/2023,22:46:00,74,Male,42,Electronics,1,30,14.7,30
1833,30/01/2022,17:20:00,56,Male,42,Beauty,4,50,18,200
1846,16/11/2023,17:51:00,83,Male,42,Beauty,1,50,49.5,50
1865,18/11/2022,14:52:00,107,Female,42,Clothing,1,300,156,300
1898,13/11/2023,18:17:00,81,Female,42,Clothing,3,30,35.1,90
1911,13/12/2023,18:33:00,4,Male,42,Electronics,3,300,75,900
1918,10/12/2022,21:57:00,56,Female,42,Electronics,3,30,13.2,90
1959,08/10/2022,19:56:00,95,Female,42,Electronics,2,30,34.2,60
28,11/12/2023,22:34:00,3,Female,43,Beauty,1,500,150,500
70,27/12/2022,10:48:00,147,Female,43,Clothing,1,300,84,300
152,16/06/2022,11:58:00,120,Male,43,Electronics,4,500,210,2000
156,02/12/2022,19:34:00,60,Female,43,Clothing,4,25,7,100
160,20/07/2022,17:08:00,127,Female,43,Clothing,2,50,26.5,100
167,21/09/2023,20:58:00,73,Female,43,Clothing,3,50,49,150
176,26/05/2023,18:15:00,53,Female,43,Beauty,2,50,25.5,100
183,01/09/2022,19:22:00,28,Female,43,Beauty,3,300,375,900
205,22/11/2022,17:20:00,88,Female,43,Clothing,1,25,25.5,25
232,12/08/2022,07:14:00,150,Female,43,Beauty,1,25,12.75,25
270,17/12/2022,17:46:00,84,Male,43,Electronics,1,300,117,300
275,05/03/2023,11:34:00,2,Male,43,Clothing,2,500,260,1000
284,12/11/2022,09:17:00,129,Male,43,Clothing,4,50,20.5,200
342,05/11/2023,17:24:00,85,Female,43,Clothing,4,500,500,2000
417,01/10/2023,22:03:00,109,Male,43,Electronics,3,300,162,900
430,23/05/2023,18:36:00,100,Female,43,Electronics,3,300,153,900
434,26/10/2022,06:09:00,50,Female,43,Electronics,2,25,8.25,50
465,22/02/2023,11:52:00,40,Female,43,Electronics,3,50,15.5,150
477,03/12/2023,17:24:00,3,Male,43,Clothing,4,30,16.2,120
481,13/07/2023,17:12:00,48,Female,43,Electronics,4,300,114,1200
502,22/07/2023,11:00:00,31,Male,43,Electronics,3,50,22.5,150
637,02/12/2022,18:54:00,21,Male,43,Clothing,2,300,321,600
673,04/07/2022,10:14:00,18,Female,43,Clothing,3,500,270,1500
681,04/08/2023,22:12:00,24,Female,43,Electronics,2,30,8.4,60
708,06/04/2022,08:38:00,62,Female,43,Beauty,3,300,87,900
754,26/09/2023,18:40:00,90,Female,43,Electronics,4,25,23.75,100
757,06/10/2023,12:10:00,82,Female,43,Electronics,4,300,105,1200
765,16/10/2022,19:03:00,77,Male,43,Clothing,4,50,12.5,200
796,01/10/2022,19:50:00,38,Male,43,Beauty,4,30,7.8,120
876,03/10/2023,19:39:00,104,Male,43,Clothing,4,30,30,120
927,21/02/2022,17:13:00,83,Male,43,Electronics,4,500,250,2000
1028,09/03/2023,18:09:00,1,Female,43,Beauty,1,500,250,500
1070,14/07/2022,11:12:00,102,Female,43,Clothing,1,300,120,300
1152,26/12/2022,07:48:00,87,Male,43,Electronics,4,500,170,2000
1156,26/12/2022,21:10:00,68,Female,43,Clothing,4,25,13.5,100
1160,20/08/2023,19:20:00,105,Female,43,Clothing,2,50,14,100
1167,29/09/2023,21:21:00,9,Female,43,Clothing,3,50,54,150
1176,04/01/2023,20:33:00,34,Female,43,Beauty,2,50,21,100
1183,28/12/2022,17:10:00,54,Female,43,Beauty,3,300,342,900
1205,25/11/2022,19:19:00,97,Female,43,Clothing,1,25,7.25,25
1232,23/05/2022,08:05:00,146,Female,43,Beauty,1,25,6.25,25
1270,25/08/2022,22:54:00,84,Male,43,Electronics,1,300,108,300
1275,02/03/2023,08:48:00,5,Male,43,Clothing,2,500,250,1000
1284,16/12/2022,11:43:00,145,Male,43,Clothing,4,50,18,200
1342,18/09/2022,23:00:00,114,Female,43,Clothing,4,500,485,2000
1417,26/12/2022,17:43:00,54,Male,43,Electronics,3,300,147,900
1430,31/10/2023,18:25:00,22,Female,43,Electronics,3,300,132,900
1434,04/02/2022,10:02:00,147,Female,43,Electronics,2,25,7,50
1465,17/04/2023,09:36:00,131,Female,43,Electronics,3,50,26,150
1477,08/01/2023,21:59:00,3,Male,43,Clothing,4,30,15.6,120
1481,09/11/2023,17:22:00,20,Female,43,Electronics,4,300,114,1200
1502,08/04/2023,08:30:00,152,Male,43,Electronics,3,50,18,150
1637,25/10/2022,20:50:00,97,Male,43,Clothing,2,300,297,600
1673,14/06/2022,07:36:00,42,Female,43,Clothing,3,500,185,1500
1681,09/11/2022,19:32:00,53,Female,43,Electronics,2,30,11.1,60
1708,08/02/2022,07:47:00,41,Female,43,Beauty,3,300,162,900
1754,01/12/2022,21:03:00,107,Female,43,Electronics,4,25,28.5,100
1757,29/09/2023,16:42:00,50,Female,43,Electronics,4,300,132,1200
1765,18/10/2022,22:49:00,13,Male,43,Clothing,4,50,16,200
1796,12/11/2023,18:36:00,69,Male,43,Beauty,4,30,11.1,120
1876,05/11/2023,19:53:00,68,Male,43,Clothing,4,30,32.1,120
1927,06/09/2023,19:44:00,46,Male,43,Electronics,4,500,180,2000
31,31/12/2023,17:47:00,3,Male,44,Electronics,4,300,129,1200
96,22/11/2023,14:10:00,62,Female,44,Clothing,2,300,84,600
136,26/12/2023,08:59:00,25,Male,44,Electronics,2,300,141,600
158,21/01/2022,11:38:00,141,Female,44,Electronics,2,300,132,600
381,30/01/2022,19:05:00,63,Female,44,Clothing,4,25,12.25,100
387,26/01/2023,21:58:00,118,Male,44,Beauty,1,30,9,30
413,28/11/2023,21:52:00,60,Female,44,Beauty,3,25,25.5,75
419,31/03/2023,19:18:00,5,Female,44,Clothing,3,30,11.7,90
487,09/04/2023,21:03:00,36,Male,44,Clothing,4,500,235,2000
489,31/10/2023,22:01:00,1,Male,44,Electronics,1,30,14.4,30
661,05/08/2022,22:09:00,10,Female,44,Clothing,4,25,7,100
664,03/09/2022,16:52:00,109,Female,44,Clothing,4,500,170,2000
944,23/08/2022,20:22:00,136,Male,44,Clothing,2,25,12,50
962,15/12/2023,22:02:00,76,Male,44,Clothing,2,30,35.1,60
989,31/10/2022,13:30:00,97,Female,44,Electronics,1,25,8.25,25
1031,12/11/2023,21:15:00,3,Male,44,Electronics,4,300,126,1200
1096,01/12/2022,14:49:00,82,Female,44,Clothing,2,300,138,600
1136,02/07/2023,08:41:00,93,Male,44,Electronics,2,300,81,600
1158,24/02/2022,09:29:00,77,Female,44,Electronics,2,300,138,600
1381,26/10/2022,17:26:00,48,Female,44,Clothing,4,25,7.75,100
1387,26/07/2022,17:48:00,37,Male,44,Beauty,1,30,15.6,30
1413,12/11/2023,19:33:00,104,Female,44,Beauty,3,25,30.75,75
1419,05/02/2023,18:42:00,3,Female,44,Clothing,3,30,9.3,90
1487,01/02/2023,19:01:00,131,Male,44,Clothing,4,500,140,2000
1489,28/04/2023,18:30:00,2,Male,44,Electronics,1,30,10.5,30
1661,07/07/2023,19:18:00,20,Female,44,Clothing,4,25,6.25,100
1664,12/12/2023,16:44:00,99,Female,44,Clothing,4,500,245,2000
1944,18/07/2023,21:08:00,63,Male,44,Clothing,2,25,6.5,50
1962,07/09/2022,18:59:00,65,Male,44,Clothing,2,30,32.7,60
1989,06/09/2022,16:21:00,109,Female,44,Electronics,1,25,13.25,25
6,15/11/2023,22:16:00,2,Female,45,Beauty,1,30,15,30
40,07/06/2022,21:33:00,78,Male,45,Beauty,1,50,24.5,50
66,18/06/2023,22:49:00,3,Female,45,Electronics,1,30,9,30
143,11/02/2023,22:20:00,118,Female,45,Clothing,1,50,27.5,50
177,24/03/2023,08:40:00,30,Male,45,Beauty,2,50,26.5,100
199,26/10/2023,21:34:00,53,Male,45,Beauty,3,500,135,1500
259,11/03/2023,20:26:00,93,Female,45,Clothing,4,50,22.5,200
451,09/10/2023,15:38:00,74,Female,45,Electronics,1,30,13.5,30
503,08/10/2023,20:06:00,63,Male,45,Beauty,4,500,570,2000
511,23/12/2023,18:19:00,146,Male,45,Beauty,2,50,24.5,100
534,27/04/2023,22:30:00,112,Male,45,Clothing,2,500,140,1000
551,21/03/2023,22:45:00,99,Male,45,Electronics,3,300,141,900
565,05/09/2023,20:24:00,75,Female,45,Beauty,2,30,9,60
675,19/07/2023,18:10:00,26,Female,45,Clothing,2,30,15.9,60
907,02/09/2022,06:16:00,145,Female,45,Electronics,1,25,8.5,25
932,08/10/2022,08:33:00,120,Female,45,Beauty,4,25,7.75,100
953,02/07/2023,17:58:00,1,Male,45,Beauty,3,30,12.6,90
1006,29/10/2023,19:23:00,2,Female,45,Beauty,1,30,14.1,30
1040,12/12/2023,21:24:00,112,Male,45,Beauty,1,50,21,50
1066,06/10/2023,18:11:00,4,Female,45,Electronics,1,30,8.4,30
1143,01/05/2023,21:10:00,23,Female,45,Clothing,1,50,15,50
1177,20/02/2023,09:19:00,89,Male,45,Beauty,2,50,15,100
1199,16/12/2023,17:46:00,110,Male,45,Beauty,3,500,190,1500
1259,03/11/2022,17:31:00,105,Female,45,Clothing,4,50,21,200
1451,23/09/2022,12:10:00,94,Female,45,Electronics,1,30,13.2,30
1503,17/10/2022,18:28:00,67,Male,45,Beauty,4,500,605,2000
